seq_number	prob	query_distance	test_distance	mam_distance	ln_diff	distinct_sites	total_sites	ave_percent_identity	overall_percent_identity	min_undist	max_undist	ave_undist
9862	0.860893	0.033525	0.0355923	0.185517	0.0307082	134	816	85.4166666666667	79.2892156862745	0.06617647	0.18750000	0.145833333333333
9863	0.549011	0.129475	0.148156	0.24991	0.359093	177	541	73.7523105360444	64.5101663585952	0.21441774	0.29020333	0.262476896666667
9864	0.217177	0.0391278	0.0193981	0.0656307	1.52293	47	479	95.26791927627	93.3194154488518	0.03549061	0.05845511	0.0473208066666667
9865	0.082043	0.35617	0.138306	0.886688	3.02396	85	152	64.2543859649123	53.9473684210526	0.25657895	0.41447368	0.357456136666667
9866	9.33944e-08	0.0536187	0.0604969	0.187798	28.5063	182	984	83.9430894308943	77.7439024390244	0.10060976	0.19308943	0.160569106666667
9867	0.428824	0.0780354	0.111706	0.41215	0.626007	103	237	71.0267229254571	59.4936708860759	0.16877638	0.36286920	0.28973278
9868	0.0606726	0.0287527	0.0143485	0.0457307	3.5189	84	992	94.5900537634409	92.4395161290323	0.04233871	0.06653226	0.0540994633333333
9869	0.0679273	0.0296674	0.0443908	0.138839	3.33241	198	2226	89.9071578316861	85.6244384546271	0.05884996	0.12533693	0.100928423333333
9870	0.313852	0.0483554	0.0627958	0.145446	1.0144	149	899	86.3552094920282	80.9788654060067	0.09566185	0.15906563	0.136447906666667
9871	0.379597	0.141475	0.119195	0.312711	0.772007	249	848	71.5801886792453	61.438679245283	0.22051887	0.31957546	0.28419811
9872	0.000732599	0.0152847	0.0724633	0.145893	11.4047	93	742	91.0601976639713	87.466307277628	0.05525606	0.11725067	0.08939802
9873	0.102972	0.0665198	0.111154	0.28745	2.6589	122	400	75.6666666666667	66	0.15500000	0.29750001	0.243333336666667
9874	0.814561	0.0145833	0.0125312	0.0766332	0.0550118	58	532	93.796992481203	90.9774436090226	0.02631579	0.08082706	0.0620300733333333
9875	0.240848	0	0.00840758	0.00843303	1.37562	21	117	98.8603988603989	98.2905982905983	0.00854701	0.01709402	0.0113960133333333
9876	0.0126706	0.00846156	0.128252	0.328584	6.21454	54	125	75.2	64.8	0.12800001	0.33600000	0.248000003333333
9877	0.19012	0.0231127	0.010023	0.0485431	1.71669	45	400	94.9166666666667	92.5	0.03250000	0.06500000	0.0508333333333333
9878	0.953917	0.0223592	0.0227383	0.0532051	0.00333959	101	1206	93.6428966279713	90.7131011608624	0.04560531	0.07296849	0.0635710333333333
9879	0.999998	0	0	0.00250319	5.00222e-12	21	397	99.8320738874895	99.7481108312343	0.00000000	0.00251889	0.00167926
9880	0.105665	0.0734832	0.0275986	0.356848	2.61789	94	284	78.169014084507	69.0140845070423	0.09154929	0.28873238	0.218309853333333
9881	0.0447228	0.0258573	0.0791393	0.161047	4.02906	62	317	89.2744479495268	85.1735015772871	0.06624606	0.13880126	0.107255523333333
9882	0.714284	0.0365807	0.0402831	0.0607512	0.134035	108	1151	93.136403127715	90.0955690703736	0.05821025	0.07558645	0.0686359666666667
9883	0.747851	0.108002	0.119252	0.301367	0.103346	142	401	75.8935993349958	67.0822942643392	0.17955112	0.27182046	0.241064013333333
9884	0.239232	0.00150562	0	0.00603711	1.38512	25	646	99.484004127967	99.2260061919505	0.00154799	0.00773994	0.00515996
9885	0.191235	0.240773	0.33999	0.642922	1.70808	180	303	53.025302530253	38.9438943894389	0.37623763	0.53795379	0.469746976666667
9886	0.138068	0.0365889	0.097744	0.182384	2.19936	52	155	84.0860215053763	78.0645161290323	0.11612903	0.19354838	0.159139783333333
9887	0.333646	0.354403	0.487638	0.991214	0.934693	168	259	47.6190476190476	34.7490347490347	0.44015443	0.56756759	0.523809533333333
9888	0.122916	0.105624	0.213086	0.210437	2.37977	57	127	75.5905511811024	66.9291338582677	0.21259843	0.28346458	0.244094496666667
9889	0.649126	0.0506245	0.0669264	0.0868746	0.207004	69	289	86.159169550173	80.6228373702422	0.12110727	0.15570934	0.138408303333333
9890	0.882813	0.147007	0.135378	0.807461	0.0217281	95	141	52.4822695035461	36.1702127659575	0.26950353	0.58156025	0.475177286666667
9891	0.8108	0.00845215	0.0107241	0.111052	0.0573093	48	298	92.3937360178971	89.261744966443	0.02013423	0.10402685	0.0760626433333333
9892	0.104224	0.075407	0.0170182	0.602896	2.63969	101	361	74.9769159741459	65.0969529085873	0.07479224	0.34349030	0.25023084
9893	0.0100052	0.0565101	0.1412	0.245034	6.63398	100	360	80.3703703703704	73.6111111111111	0.15000001	0.23333333	0.1962963
9894	0.0275473	0.0238684	0.0836013	0.47028	4.85618	120	409	74.6536267318663	64.0586797066015	0.09290954	0.34474328	0.253463733333333
9895	0.238528	0	0.0063187	0.0213598	1.38927	24	170	98.4313725490196	97.6470588235294	0.00588235	0.02352941	0.0156862733333333
9896	0.528334	0.12983	0.144163	0.256647	0.397594	289	1074	73.2774674115456	64.804469273743	0.22718808	0.29143390	0.267225323333333
9897	0.27387	0.0924645	0.135378	0.575771	1.19726	162	705	78.8179669030733	70.4964539007092	0.11063830	0.27092198	0.21182033
9898	0.96815	0.0473603	0.0483291	0.0900616	0.00159426	52	334	92.2155688622755	88.9221556886228	0.06287425	0.08682635	0.0778443133333333
9899	0.0434002	0.0161148	0.00362476	0.0163906	4.07975	38	435	97.2413793103448	95.8620689655172	0.02298851	0.03678161	0.02758621
9900	0.844335	0.0515133	0.0467934	0.12281	0.0385538	64	288	88.3101851851852	83.6805555555556	0.08333334	0.13541667	0.116898153333333
9901	0.61718	0.148958	0.164818	0.458146	0.249851	254	1106	77.4864376130199	69.4394213381555	0.15913200	0.26130199	0.225135623333333
9902	0.17935	0	0.056842	0.131544	1.80301	21	46	92.7536231884058	91.304347826087	0.04347826	0.08695652	0.0724637666666667
9903	0.960029	0.172578	0.178382	0.416878	0.00251167	44	60	62.7777777777778	50	0.30000001	0.41666666	0.372222226666667
9904	0.690757	0.0410273	0.0502549	0.166569	0.158267	71	300	85.1111111111111	79	0.08666667	0.18000001	0.148888896666667
9905	0.000104301	0.044711	0.240259	0.208019	15.0572	78	248	81.4516129032258	74.1935483870968	0.15322581	0.23790322	0.185483873333333
9906	0.670452	0.0406045	0.0310417	0.071314	0.181073	41	173	91.1368015414258	87.2832369942196	0.06936416	0.10404624	0.0886319833333333
9907	0.818918	0.0912624	0.0999642	0.349423	0.0524123	115	339	75.9095378564405	67.551622418879	0.15929204	0.28613570	0.240904626666667
9908	0.69127	0.0340883	0.0407987	0.0445422	0.157714	48	319	92.4764890282132	89.0282131661442	0.07210031	0.07836991	0.07523511
9909	0.238866	0.229586	0.390547	0.950398	1.38727	377	847	54.4273907910272	39.4332939787485	0.33175915	0.53719008	0.455726096666667
9910	0.228081	0.009105	0.0795683	0.3298	1.45279	29	50	78.6666666666667	68	0.08000000	0.30000001	0.213333333333333
9911	0.358052	0.056227	0.0918445	0.154647	0.844715	57	189	84.8324514991182	79.3650793650794	0.12169312	0.17460318	0.151675486666667
9912	0.534136	0.01007	0.00735361	0.0142941	0.386517	48	818	97.5142624286879	96.3325183374083	0.02078240	0.02811736	0.0248573766666667
9913	1.7392e-06	0.132895	0.411374	0.137483	22.8635	119	242	65.9779614325069	52.8925619834711	0.25619835	0.38842976	0.340220393333333
9914	0.11672	0.133537	0.232496	0.540727	2.46079	213	715	73.8927738927739	64.4755244755245	0.18041958	0.31328672	0.261072263333333
9915	0.00251516	0.135121	0.0267162	0.254708	9.12953	70	356	87.3595505617977	81.7415730337079	0.07303371	0.16853933	0.126404496666667
9916	0.248802	0.0933598	0.176183	0.202079	1.33002	46	331	94.159113796576	91.5407854984894	0.04833837	0.06948640	0.05840886
9917	0.335136	0.271661	0.170591	0.26728	0.928951	51	81	67.0781893004115	55.5555555555556	0.30864197	0.35802469	0.3292181
9918	0.000926367	0.0882648	0.390184	0.481532	10.9692	88	172	66.8604651162791	56.3953488372093	0.27906978	0.40697673	0.331395346666667
9919	0.020053	0.198898	0.275735	0.63153	5.40728	202	386	57.167530224525	44.559585492228	0.33937824	0.48963732	0.428324703333333
9920	0.903398	0.0369878	0.0345734	0.110087	0.0147306	61	432	91.1265432098765	87.962962962963	0.05787037	0.10416666	0.0887345633333333
9921	0.134663	0.0753756	0.0962247	0.228416	2.23791	301	1540	78.6147186147186	70.5844155844156	0.15389611	0.24805194	0.213852813333333
9922	0.0025782	0.0792781	0.177852	0.191047	9.08425	122	377	76.2157382847038	67.9045092838196	0.21485411	0.27586207	0.237842616666667
9923	0.62056	0.0587985	0.0537422	0.12086	0.245081	226	1803	88.204843778887	83.5829173599556	0.09262341	0.13200222	0.117951566666667
9924	0.240456	0.055788	0.102529	0.151802	1.37792	54	149	81.65548098434	73.8255033557047	0.14765100	0.21476510	0.18344519
9925	0.395298	0.0774628	0.0969553	0.3503	0.722584	199	974	79.8425735797399	72.3819301848049	0.11704312	0.24435319	0.201574266666667
9926	0.00365321	0.284565	0.133136	0.34741	8.44862	148	438	73.6681887366819	64.3835616438356	0.22602740	0.30821916	0.26331811
9927	0.494667	0.246692	0.199566	0.850489	0.466359	205	357	52.1942110177404	36.9747899159664	0.32773110	0.56302524	0.47805791
9928	0.04647	0	0.029102	0.050761	3.96448	27	139	96.1630695443645	94.2446043165468	0.02158273	0.05755396	0.0383693033333333
9929	0.0883937	0.0514069	0.105617	0.207438	2.90339	84	299	82.4972129319955	75.5852842809365	0.12709031	0.21070234	0.175027873333333
9930	0.573248	0.299937	0.360119	0.632736	0.317278	124	202	55.7755775577558	43.0693069306931	0.36633664	0.49009901	0.44224423
9931	0.502389	0.0703263	0.0917431	0.171111	0.449887	80	249	79.9196787148594	73.0923694779116	0.16465864	0.22489960	0.200803216666667
9932	0.164299	0.000930794	0.00398826	0.0131513	1.9342	35	1001	98.8011988011988	98.2017982017982	0.00499501	0.01698302	0.0119880133333333
9933	0.249254	0.200194	0.131751	0.304671	1.32748	84	295	83.0508474576271	76.6101694915254	0.13898306	0.19661017	0.169491526666667
9934	0.00259078	0.136809	0.0950286	0.229522	9.07535	147	441	74.6031746031746	64.6258503401361	0.20634921	0.28798187	0.253968253333333
9935	0.703909	0.439363	0.540678	1.5454	0.144438	94	122	41.2568306010929	28.6885245901639	0.48360655	0.64754099	0.5874317
9936	0.532443	0.0443621	0.0569364	0.102437	0.389726	70	358	87.9888268156425	83.2402234636871	0.09217877	0.13966480	0.120111733333333
9937	0.262903	0.0157086	0.00696592	0.0923082	1.2534	55	483	93.719806763285	90.6832298136646	0.02070393	0.08695652	0.06280193
9938	0.524554	0.0105096	0.0188494	0.333482	0.404931	111	532	79.5112781954887	70.3007518796992	0.03759398	0.28947368	0.204887216666667
9939	0.999985	0	0	0.00267909	3.37423e-10	21	374	99.8217468805704	99.7326203208556	0.00000000	0.00267380	0.00178253333333333
9940	0.0731303	0.12883	0.0137611	0.367077	3.21132	52	152	82.4561403508772	76.3157894736842	0.09868421	0.23026316	0.1754386
9941	0.552281	0.00412454	0.00194836	0.020968	0.353248	31	565	98.4660766961652	97.6991150442478	0.00530973	0.02123894	0.0153392333333333
9942	0.664966	0.181458	0.149831	0.211497	0.187547	54	110	72.4242424242424	63.6363636363636	0.26363635	0.29090908	0.27575757
9943	0.0076908	0.0973072	0.160891	0.388426	7.1041	299	975	68.034188034188	57.025641025641	0.22358975	0.37743589	0.31965812
9944	0.0199253	0.191077	0.0813681	0.581308	5.41843	96	362	81.3075506445672	74.0331491712707	0.11325967	0.23480663	0.186924493333333
9945	0.89376	0.391102	0.409833	0.310588	0.0178352	71	106	60.062893081761	47.1698113207547	0.37735850	0.42452830	0.39937107
9946	0.00125883	0.165866	0.195323	0.600762	10.4019	260	546	55.006105006105	40.6593406593407	0.32600734	0.51831502	0.449938963333333
9947	1	0	0	0.0498045	-1.40875e-09	25	71	93.4272300469484	90.1408450704225	0.00000000	0.09859155	0.0657277
9948	0.887091	0.155395	0.150064	0.501759	0.0201601	225	667	68.615692153923	57.5712143928036	0.21439280	0.36581710	0.313843076666667
9949	0.563055	0.0193517	0.0383848	0.340476	0.334442	50	110	75.1515151515151	63.6363636363636	0.08181818	0.33636364	0.248484843333333
9950	0.246027	0.0616886	0.00995511	0.108324	1.34572	31	125	92.5333333333333	90.4	0.05600000	0.08800000	0.0746666666666667
9951	0.669731	0.0178678	0.0116512	0.0457412	0.181917	32	198	95.959595959596	93.9393939393939	0.02525252	0.05050505	0.04040404
9952	0.0338987	0.102318	0.217151	0.293074	4.49981	98	236	72.0338983050847	63.135593220339	0.22881356	0.33050847	0.27966102
9953	0.979605	0.122554	0.123789	0.348186	0.000653526	107	309	76.80690399137	68.9320388349515	0.16504854	0.26537216	0.231930953333333
9954	0.229209	0.0398985	0.102658	0.399121	1.44576	60	223	85.2017937219731	80.2690582959641	0.08520179	0.18385650	0.147982063333333
9955	0.936107	0.0425575	0.0441226	0.139164	0.00642621	75	401	88.1130507065669	83.7905236907731	0.07730673	0.13965087	0.11886949
9956	0.0261395	0.409068	0.135017	0.519642	4.94677	81	118	55.6497175141243	44.0677966101695	0.40677965	0.50847459	0.443502826666667
9957	0.693351	0.30548	0.264741	1.05973	0.155481	179	268	48.2587064676617	33.2089552238806	0.37686568	0.59328359	0.517412936666667
9958	0.401863	0.0855671	0.0620665	0.224331	0.702745	102	383	81.4621409921671	74.4125326370757	0.12532637	0.22193211	0.185378586666667
9959	0.00883874	0.115747	0.247706	0.255377	6.85512	112	263	69.4550063371356	58.5551330798479	0.28136882	0.34600762	0.305449943333333
9960	1	0.541716	0.541125	2.53023	-1.4828	372	633	38.493944181148	22.432859399684	0.44391784	0.70142180	0.61506056
9961	0.598035	0.104287	0.118422	0.59147	0.27797	301	1382	77.255185721177	69.0303907380608	0.12518090	0.27858177	0.227448146666667
9962	0.24627	0	0.0100942	0.129291	1.34434	31	101	91.4191419141914	87.1287128712871	0.00990099	0.12871288	0.0858085833333333
9963	0.000624624	0.0955154	0.0916548	0.330694	11.7011	110	331	74.4209466263847	64.6525679758308	0.16012084	0.30513597	0.25579054
9964	0.317622	0.0379264	0.0589684	0.133463	0.998714	80	332	86.3453815261044	80.7228915662651	0.09337349	0.16566265	0.136546186666667
9965	0.0132294	0.082644	0.149959	0.321661	6.13817	189	678	74.0412979351032	64.8967551622419	0.19026549	0.30825958	0.259587016666667
9966	0.10662	0.0744513	0.121362	0.206257	2.60362	108	370	78.5585585585586	70.2702702702703	0.16486487	0.25945947	0.21441442
9967	0.531981	0.0153347	0.0090925	0.17279	0.390606	70	433	89.4534257120862	84.526558891455	0.02309469	0.14780600	0.10546574
9968	0.854562	0.0137169	0.0169288	0.165369	0.033599	40	170	88.6274509803922	83.5294117647059	0.02941176	0.15882353	0.11372549
9969	0.731975	0.0153344	0.011947	0.157311	0.117306	65	488	89.8907103825137	85.2459016393443	0.02663934	0.14139344	0.101092893333333
9970	0.115212	0	0.0173077	0.12667	2.48123	33	82	87.8048780487805	81.7073170731707	0.02439024	0.18292683	0.121951216666667
9971	0.799128	0.0481354	0.055692	0.47551	0.064758	97	610	86.1748633879781	80.4918032786885	0.05081967	0.18524590	0.138251366666667
9972	0.00120401	0.146606	0.0801761	0.590029	10.4842	198	534	66.8539325842697	55.4307116104869	0.18539326	0.41198501	0.33146067
9973	0.2855	0.00236818	0.00753209	0.0276919	1.14072	36	480	97.4305555555556	96.25	0.01041667	0.03541667	0.0256944466666667
9974	2.21532e-06	0.0230425	0.755424	0.0485189	22.3986	36	127	91.6010498687664	87.4015748031496	0.02362205	0.11811024	0.0839895033333333
9975	0.981099	0.00384956	0.00398425	0.0626535	0.000561262	34	262	95.6743002544529	93.5114503816794	0.00763359	0.06106870	0.0432569966666667
9976	0.517112	0.0922726	0.105498	0.324275	0.419649	54	171	83.8206627680312	78.9473684210526	0.11695907	0.18713450	0.16179337
9977	0.687913	0.0240393	0.0193803	0.0639945	0.161354	53	325	92	88.3076923076923	0.04923077	0.09846154	0.08
9978	0.53757	0.0255825	0.0313793	0.0964822	0.380062	105	1640	94.6138211382114	92.5	0.03231707	0.06463414	0.0538617833333333
9979	0.876801	0.0506909	0.0465963	0.610103	0.0240331	155	820	83.130081300813	75.9756097560976	0.05000000	0.22926830	0.168699193333333
9980	0.137549	0.0443876	0.065069	0.172362	2.20517	186	1014	84.1222879684418	78.4023668639053	0.10749507	0.18934911	0.15877712
9981	0.00455702	0	0.0592306	0.0689285	8.04735	29	108	92.2839506172839	88.8888888888889	0.05555556	0.11111111	0.0771604933333333
9982	0.909164	0.0243208	0.0256378	0.123262	0.0130173	88	639	91.0798122065728	87.1674491392801	0.04225352	0.11424100	0.0892018766666667
9983	0.129249	0.0432664	0.0447414	0.163236	2.30151	102	564	87.4704491725768	82.0921985815603	0.07269503	0.15248227	0.12529551
9984	0.983251	0.0118054	0.0119866	0.0577002	0.000440708	52	621	96.2962962962963	94.6859903381642	0.01771337	0.04669887	0.0370370366666667
9985	0.704624	0.0245021	0.0219849	0.122201	0.143706	105	1715	91.7784256559767	87.9300291545189	0.03615160	0.10553936	0.0822157433333333
9986	0.0541035	0.157885	0.279566	0.310044	3.7095	130	344	72.6744186046512	65.9883720930232	0.25290698	0.30232558	0.273255816666667
9987	0.312557	0.0438317	0.0623345	0.132551	1.01984	99	506	86.6271409749671	81.2252964426877	0.09486166	0.16007905	0.13372859
9988	0.206525	0.0171597	0.00575098	0.039557	1.59562	36	311	96.0342979635584	94.2122186495177	0.02250804	0.05466238	0.03965702
9989	0.219988	0.0618459	0.0848712	0.156166	1.50445	140	676	83.8757396449704	77.6627218934911	0.12573965	0.18491124	0.161242606666667
9990	0.000651649	0.0254624	0.0802807	0.124577	11.6223	107	683	87.8477306002928	83.4553440702782	0.09077599	0.14934114	0.121522693333333
9991	0.194976	0.0500546	0.132751	0.403354	1.67961	66	155	75.9139784946237	67.741935483871	0.14838709	0.30322582	0.24086022
9992	0.603962	0.0235836	0.0128588	0.034725	0.269062	27	165	96.3636363636364	95.1515151515152	0.03030303	0.04242424	0.0363636366666667
9993	0.12751	0.367622	0.254478	0.773292	2.32256	231	368	47.463768115942	33.695652173913	0.42119566	0.59782606	0.525362303333333
9994	0.881254	0.0382277	0.0403629	0.116594	0.0223144	98	600	88.7222222222222	84.3333333333333	0.07333333	0.13333334	0.112777776666667
9995	0.58005	0.00518083	0.00972756	0.03261	0.306154	32	953	99.1255683805526	98.7408184679958	0.00419727	0.01154250	0.00874431666666667
9996	8.63814e-07	0.105661	0.159449	0.240327	24.21	679	3948	73.902397838568	65.0455927051672	0.22188450	0.29483283	0.26097602
9997	0.114362	0.0791796	0.166378	0.393037	2.49288	89	193	68.9119170984456	58.0310880829015	0.21243523	0.37823835	0.310880833333333
9998	0.910906	0.272221	0.282109	0.554927	0.0125207	124	290	68.9655172413793	58.9655172413793	0.25517240	0.34137931	0.310344823333333
9999	0.758754	0.0809313	0.0921441	0.438389	0.0943212	118	323	72.2394220846233	62.2291021671827	0.15170279	0.34674922	0.277605783333333
10000	1.76133e-09	0.376302	0.299703	0.605711	36.2213	157	307	58.3061889250814	46.2540716612378	0.37133551	0.44625407	0.416938116666667
10001	0.894319	0.101098	0.0954515	0.223794	0.0176469	76	246	81.1653116531165	74.390243902439	0.14634146	0.21138212	0.188346883333333
10002	0.755897	0.0545186	0.0481297	0.112002	0.0966425	68	335	87.9601990049751	82.6865671641791	0.08955224	0.13731343	0.120398013333333
10003	2.07522e-10	0.180397	0.367968	0.690887	40.3945	314	624	48.8782051282051	33.3333333333333	0.40384614	0.58814102	0.51121795
10004	0.153569	0.0482104	0.105439	0.203016	2.03644	64	207	82.1256038647343	75.3623188405797	0.13043478	0.21739130	0.17874396
10005	4.2824e-10	0.380905	0.718997	0.532885	38.9797	629	1260	46.005291005291	32.8571428571429	0.49365079	0.58095241	0.539947093333333
10006	0.659195	0.119063	0.106469	0.286903	0.194503	170	593	76.7847105115233	68.2967959527825	0.17200674	0.26644182	0.232152893333333
10007	0.363601	0.058828	0.032632	0.0621943	0.825416	38	101	88.1188118811881	82.1782178217822	0.10891089	0.13861386	0.11881188
10008	0.0192219	0.0350175	0.083947	0.32499	5.48122	159	652	78.0674846625767	69.478527607362	0.10582822	0.28527609	0.219325153333333
10009	0.47756	0.0512304	0.0600604	0.174823	0.50443	190	1257	84.5133916732962	78.2816229116945	0.10103421	0.18456642	0.15486608
